,,P,lemma,v2 Scene Role,v2 Prep Function,
ewtb.r.034313.4:8,@ablodgett,your,your,Possessor,Possessor,"If you want an attorney who will defend |your| right , contact Law Offices of Armando Villega"
ewtb.r.034501.6:19,@ablodgett,your,your,Possessor,Possessor,"Cards , wrapping paper , paper , and an area to sit down and talk with someone to design |your| own invitations or for whatever else your custom printing needs may be ."
ewtb.r.034501.6:26,@ablodgett,your,your,Experiencer,Possessor,"Cards , wrapping paper , paper , and an area to sit down and talk with someone to design your own invitations or for whatever else |your| custom printing needs may be ."
ewtb.r.036753.12:1,@ablodgett,your,your,SocialRel,Possessor,Buy |your| kids somethin nice with my 2 k bucks .
ewtb.r.039856.4:14,@ablodgett,your,your,Agent,Possessor,"They talk down to you like they are supreme beings , if you hate |your| job so much then quit !!"
ewtb.r.042416.8:8,@ablodgett,your,your,Agent,Possessor,We would highly recommend the El Paradero on |your| next trip to Santa Fe !
ewtb.r.043020.15:39,@ablodgett,your,your,Possessor,Possessor,So I figure if they do n't want to take the time to fix the fence that they installed then I 'll take the time to let everyone I can know about how they treat customers once they have |your| money !!!
ewtb.r.045972.2:5,@ablodgett,your,your,OrgRole,Possessor,I just wanted to try |your| clinic because I was not totally happy with my current therapist I regularly see .
ewtb.r.048363.18:14,@ablodgett,your,your,Originator,Possessor,"To my friend , thank you for your recommendation ... you were true to |your| words in saying Gerry is a "" Saintly Instructor ... Absolutely Simple the Best Instructor and Best Driving school there is !"
ewtb.r.048363.18:7,@ablodgett,your,your,Originator,Possessor,"To my friend , thank you for |your| recommendation ... you were true to your words in saying Gerry is a "" Saintly Instructor ... Absolutely Simple the Best Instructor and Best Driving school there is !"
ewtb.r.063549.5:9,@ablodgett,your,your,Possessor,Possessor,The waiting staff is beyond impeccable ( they refold |your| napkin when you go to the bathroom ) .
ewtb.r.063963.1:3,@ablodgett,your,your,Possessor,Possessor,Do n't waste |your| time or money !
ewtb.r.068009.2:11,@ablodgett,your,your,Possessor,Possessor,Dallas Criminal Attorney Peter Barrett is absolutely committed to vigorously supporting |your| rights and achieving a successful outcome .
ewtb.r.068009.3:23,@ablodgett,your,your,Co-Participant,Possessor,"As a qualified criminal defense attorney , he will work every possible legal "" angle "" ( leaving no stone unturned ) of |your| case to achieve the most favorable result possible ."
ewtb.r.068436.7:11,@ablodgett,your,your,Possessor,Possessor,"Do n't go , or you will learn how to waste |your| money ."
ewtb.r.080221.4:7,@ablodgett,your,your,Agent,Possessor,Each of you should be proud of |your| massive contributions throughout the year !
ewtb.r.083454.2:22,@ablodgett,your,your,Possessor,Possessor,"Also they will fill your tires with air and other small maintenance tasks for free , even if you did n't buy |your| car there !"
ewtb.r.083454.2:4,@ablodgett,your,your,Possessor,Possessor,"Also they will fill |your| tires with air and other small maintenance tasks for free , even if you did n't buy your car there !"
ewtb.r.084373.6:6,@ablodgett,your,your,Possessor,Possessor,"If you have some problems with |your| windows , you should call them ."
ewtb.r.089136.2:7,@ablodgett,your,your,Possessor,Possessor,Make sure to put OILY sauces on |your| food to make it moist !
ewtb.r.097548.1:27,@ablodgett,your,your,Possessor,Possessor,"The company gets busy but you never have to wait long because they ARE orginizied , so you are in , out , and paid well for |your| scrap"
ewtb.r.101398.6:12,@ablodgett,your,your,Experiencer,Possessor,If you must go ask lots of questions about your selections since |your| expectations may as high as mine were .
ewtb.r.101398.6:9,@ablodgett,your,your,Agent,Possessor,If you must go ask lots of questions about |your| selections since your expectations may as high as mine were .
ewtb.r.101972.7:14,@ablodgett,your,your,Gestalt,Possessor,"This sign in policy is posted by the restaurant "" no reservation , sign |your| name here "" ."
ewtb.r.103519.2:17,@ablodgett,your,your,OrgRole,Possessor,"okay , I do nt have a review , but why in the hell would you name |your| business something that has the initials KKK .... is there something behind the scenes at this place ?"
ewtb.r.103952.2:7,@ablodgett,your,your,Whole,Possessor,This is a perfect place to get |your| hair done .
ewtb.r.103952.4:18,@ablodgett,your,your,Whole,Possessor,"When I get my hair done there , they use enough hairstyling products while it does not ruin |your| hair ."
ewtb.r.107692.6:3,@ablodgett,your,your,Originator,Possessor,"The staff taking |your| order and "" waiting "" on you are very indifferent and have no sense of costumer service at all ."
ewtb.r.112579.7:7,@ablodgett,your,your,Agent,Possessor,"They have a great lunch special with |your| choice of meat , chicken , steak , or pork and rice and black beans and fried plantains ."
ewtb.r.120992.2:6,@ablodgett,your,your,Gestalt,Possessor,"Stylish and contemporary , no matter |your| size or personality type ."
ewtb.r.127157.4:15,@ablodgett,your,your,Possessor,Possessor,"One guy is a little surley , but who gives a crap as long as |your| car 's work is outstanding ."
ewtb.r.127252.5:5,@ablodgett,your,your,Experiencer,Possessor,They set out to exceed |your| expectations .
ewtb.r.128636.8:3,@ablodgett,your,your,Experiencer,Possessor,He will exceed |your| expectations !
ewtb.r.131458.3:20,@ablodgett,your,your,Experiencer,Possessor,Tina is the driving force of the business and you can be assured that she will endevour to satisfy all |your| signage requirements at the most cost effective rates .
ewtb.r.131965.2:8,@ablodgett,your,your,Gestalt,Possessor,"We at R&L Plumbing Services are pleased with |your| professionalism and the extra mile you went to get out computers working correctly , you will be our first call if anything happens again and we will refer you to other people with computer issues ."
ewtb.r.133601.6:4,@ablodgett,your,your,Agent,Possessor,You are meticulous in |your| work and it shows in my smile .
ewtb.r.140164.1:14,@ablodgett,your,your,OrgRole,Possessor,"If you want cheaply made glass from India and China , this is not |your| place ."
ewtb.r.140164.4:7,@ablodgett,your,your,Experiencer,Possessor,Go to the Looking Glass for all |your| smoking needs !!!!!!!!!!
ewtb.r.150192.1:16,@ablodgett,your,your,Possessor,Possessor,There are so many wonderful great places to dine in houston .... do n't . waste |your| time here .
ewtb.r.156460.4:20,@ablodgett,your,your,Whole,Possessor,"I regularly request Kim 's business cards as I am often stopped on the street and asked "" Who does |your| hair ... I LOVE it !!! """
ewtb.r.160073.14:6,@ablodgett,your,your,Possessor,Possessor,They are also quick at getting |your| order out to you .
ewtb.r.160442.2:13,@ablodgett,your,your,Whole,Possessor,"Do not go to this salon , especially if you have to get |your| hair straightened ."
ewtb.r.163703.1:7,@ablodgett,your,your,Agent,Possessor,Cheap Hotel Rome - Thanks for all |your| help !
ewtb.r.163703.3:6,@ablodgett,your,your,Agent,Possessor,"We had a great stay , |your| service was excellent and we will use you again !"
ewtb.r.165143.6:5,@ablodgett,your,your,Possessor,Possessor,Personally I recommend you take |your| money elsewhere
ewtb.r.181748.1:4,@ablodgett,Your,your,SocialRel,Possessor,Be Careful Of Who |Your| Sales Guy Is
ewtb.r.191666.8:5,@ablodgett,your,your,Possessor,Possessor,I 'd recommend to save |your| time and energy and find another greek store .
ewtb.r.192737.5:4,@ablodgett,your,your,Experiencer,Possessor,He really does turn |your| dreams into reality for your home !
ewtb.r.192737.5:9,@ablodgett,your,your,Possessor,Possessor,He really does turn your dreams into reality for |your| home !
ewtb.r.194316.6:37,@ablodgett,your,your,Agent,Possessor,I just discovered her has a place right near my work ( Color me Phat ) If you are looking for a romatic place with the best food and service in the valley Giovanni Ristorante should be |your| number 1 + 2 choice .
ewtb.r.211797.1:6,@ablodgett,your,your,Possessor,Possessor,MUST READ - Do not waste |your| time in this store .
ewtb.r.211797.19:5,@ablodgett,your,your,Possessor,Possessor,Seriously : do not waste |your| time .
ewtb.r.214912.4:0,@ablodgett,Your,your,SocialRel,Possessor,|Your| children will be taken care of and loved by a professional staff .
ewtb.r.216456.12:22,@ablodgett,your,your,Possessor,Possessor,"I am sure this is a good place to stay from reading the other reviews , but if something unexpected happens in |your| life , they will not care ."
ewtb.r.219262.6:9,@ablodgett,your,your,Experiencer,Possessor,"If you need someone to help you out with |your| heating problems , I DEFINITELY would call TIGER HEATING and AIR ."
ewtb.r.224906.7:12,@ablodgett,your,your,Possessor,Possessor,Would NOT recommend this place to anyone - in fact - save |your| money and go somewhere else .
ewtb.r.229410.13:12,@ablodgett,your,your,Possessor,Possessor,This is just a way for them to squirm their way into |your| precious pocket
ewtb.r.235576.7:13,@ablodgett,your,your,Experiencer,Possessor,"If you 've been to North County , chances are it 's in |your| favorites list already ."
ewtb.r.239035.1:8,@ablodgett,your,your,Whole,Possessor,Le petit is the best place to get |your| nails done !
ewtb.r.243369.2:3,@ablodgett,your,your,OrgRole,Possessor,Just received from |your| flower store .
ewtb.r.245160.8:9,@ablodgett,your,your,Possessor,Possessor,i would highly recommend calling these people up for |your| next car .
ewtb.r.247226.4:5,@ablodgett,your,your,SocialRel,Possessor,You have to bring in |your| own models and they have to pay for you to use them if you do nt then you can graduate !
ewtb.r.255261.9:8,@ablodgett,your,your,SocialRel,Possessor,"It 's historical for Sf , so when |your| aunte comes for a visit , take her there ."
ewtb.r.257735.1:3,@ablodgett,your,your,Possessor,Possessor,Do n't waste |your| money on the jukebox
ewtb.r.263830.4:5,@ablodgett,your,your,Originator,Possessor,A good place to improve |your| English
ewtb.r.266676.2:10,@ablodgett,Your,your,SocialRel,Possessor,"Thanks For The Prompt Service And Great Job You And |Your| Boys Have Done On Our New Solar System , The Panels On The Roof Look Great And The Power We Are Putting Back In To The Grid Is Great , Great Job Thanks"
ewtb.r.274498.5:1,@ablodgett,your,your,SocialRel,Possessor,If |your| coach has no fights and you never see him train and sweat something is wrong !
ewtb.r.275919.10:15,@ablodgett,your,your,Originator,Possessor,Billing takes 15 minutes and back office jobs takes 1 day 's training How fast |your| support queries get answered ?
