sent ID,token,v1,v2 Scene Role,v2 Prep Function,gov,note,
ewtb.r.072507.1:27,to,`i,,,V:want,desire/intention,"Dave is a patient and methodical teacher , who has a great ear and sensitivity for his students ' passion and the direction they want their lessons |to| take ."
ewtb.r.079375.6:19,to,`i,,,V:want,desire/intention,"In this day it s rare to find such wonderful people who CARE , Not the kind of want |to| make cash ."
ewtb.r.083459.2:18,to,`i,,,V:want,desire/intention,"Went there yesterday : we are trying to decide between two different Honda models , so we wanted |to| test - drive both back to back ."
ewtb.r.101972.11:12,to,`i,,,V:want,desire/intention,My conclusion is that you should only go there if you want |to| wait a least an hour and see all kinds other people being seated before you .
ewtb.r.106150.3:3,to,`i,,,V:want,desire/intention,They even want |to| go to school on the weekends !!
ewtb.r.112661.2:2,to,`i,,,V:want,desire/intention,I wanted |to| try someplace new again .
ewtb.r.118679.1:3,to,`i,,,V:want,desire/intention,I really want |to| like this place since I work right around the corner .
ewtb.r.126171.6:2,to,`i,,,V:want,desire/intention,They want |to| squeeze as much as they can from you even if you just got in a car accident !!!!
ewtb.r.130795.3:1,to,`i,,,V:want,desire/intention,Wanted |to| buy a Rhino 700 and a Grizzly 700 .
ewtb.r.148971.13:9,to,`i,,,V:want,desire/intention,"I am just middle aged and do not want |to| die , but thanks to this doctor i have no other alternatives ."
ewtb.r.192737.4:9,to,`i,,,V:want,desire/intention,Once you have met Nigel you will not want |to| work with anyone else .
ewtb.r.210875.2:3,to,`i,,,V:want,desire/intention,Just wanted you |to| know that Eric came by as scheduled today and sprayed our house for scorpions .
ewtb.r.211797.18:3,to,`i,,,V:want,desire/intention,"Unless you want |to| take the "" tell the customer how wrong she is and try and force her into a dress she 's obviously not loving "" approach which will likely get you ... uh ... nowhere ."
ewtb.r.211797.9:8,to,`i,,,V:want,desire/intention,"They either : a ) do n't want |to| give it to me because they do n't want me purchasing the dress elsewhere or b ) are recreating the dresses themselves ( ie STEALING other designers ' dress designs and "" filling the orders "" by their own seamstresses ) ."
ewtb.r.216456.2:10,to,`i,,,V:want,desire/intention,We live within 20 miles of the hotel and wanted |to| get away from our responsibilities for the night .
ewtb.r.235423.6:11,to,`i,,,V:want,desire/intention,They also got my friend s order mixed up and wanted |to| charger her $ 10 more than what she had wanted .
ewtb.r.240287.2:16,to,`i,,,V:want,desire/intention,Boutique stores dealing in children 's clothing / gifts are often outrageously priced ( who wants |to| pay 40 dollars for a newborn onesie ? )
ewtb.r.247097.12:8,to,`i,,,V:want,desire/intention,I can tell she really cares and wants |to| help .
ewtb.r.263870.7:35,to,`i,,,V:want,desire/intention,"VCU also offers high - rise living for students and professors , and the historic yet fixed - up houses in the Fan are also available to students , professors , or even people wanting |to| live in a safe , viable community ."
ewtb.r.272836.4:19,to,`i,,,V:want,desire/intention,It 's really cool that so many local businesses are found so quickly in one place and I want |to| spread the word .
ewtb.r.274106.3:22,to,`i,,,V:want,desire/intention,"My sister in law told me about this amazing new crepe place in town , I was so excited I just wanted |to| go and test it out for my self !"
ewtb.r.275595.2:12,to,`i,,,V:want,desire/intention,this dentist want to pull the tooth out always .. always wants |to| do the cheapest for his benefit .. not unless he knows you .
ewtb.r.275595.2:3,to,`i,,,V:want,desire/intention,this dentist want |to| pull the tooth out always .. always wants to do the cheapest for his benefit .. not unless he knows you .
ewtb.r.280340.1:15,to,`i,,,V:want,desire/intention,My girlfriend and I took a chance on this place because we did n't want |to| wait in line at Outback .
ewtb.r.290594.14:28,to,`i,,,V:want,desire/intention,"Be a little more reasonable with your expectations of a place like this ; and maybe do n't jump to personal attacks suggesting that they do n't want |to| work hard , just because you bruised your own ego ."
ewtb.r.308387.3:12,TO,`i,,,V:want,desire/intention,"PLEASE DO N'T USE THIS MOVING COMPANY IF YOU DO N'T WANT |TO| : CRY , HAVE TROUBLE AND A BAD EXPERIENCE ON THE DAY OF YOUR MOVE ."
ewtb.r.319816.7:3,to,`i,,,V:want,desire/intention,I had wanted |to| split the total between a credit card and check card since I was being reimbursed for the tire but was told this was n't possible .
ewtb.r.323449.7:4,to,`i,,,V:want,desire/intention,"I understand not wanting |to| put labels like 5.10 on an indoor course , because yes , it is not the same , but some clear understanding of the difficulty of one course to another is nice when you are an intermediate climber looking to improve ."
ewtb.r.323449.8:19,to,`i,,,V:want,desire/intention,"I do n't want to waste my time on routes set for children , but I do n't want |to| take on something I ca n't handle just to strain myself to exhaustion ."
ewtb.r.323449.8:4,to,`i,,,V:want,desire/intention,"I do n't want |to| waste my time on routes set for children , but I do n't want to take on something I ca n't handle just to strain myself to exhaustion ."
ewtb.r.334388.2:20,to,`i,,,V:want,desire/intention,I 'm certainly no expert on asian food in fact not even a lover of Vietnamese food but I wanted |to| try the real things here at A Dong .
ewtb.r.342811.13:16,to,`i,,,V:want,desire/intention,"The staff was friendly , especially the front desk female supervisor , and seemed to want |to| help , but too many unusual things happened to make us want to stay there again ."
ewtb.r.342811.13:29,to,`i,,,V:want,desire/intention,"The staff was friendly , especially the front desk female supervisor , and seemed to want to help , but too many unusual things happened to make us want |to| stay there again ."
ewtb.r.348369.6:12,to,`i,,,V:want,desire/intention,Tmobile want to Send of my phone and i did n't want |to| go thru that ...
ewtb.r.349020.8:11,to,`i,,,V:want,desire/intention,They told me that this is not under warranty and want |to| charge me $ 175 just to diagnose the problem !
ewtb.r.349020.9:7,to,`i,,,V:want,desire/intention,Who knows how much they want me |to| pay to fix this thing .
ewtb.r.354860.3:5,to,`i,,,V:want,desire/intention,Highly recommended for who wants |to| have website .
ewtb.r.371300.2:7,to,`i,,,V:want,desire/intention,"Do n't go here unless you want |to| sit , order , eat and be asked to leave all in a matter of 20 minutes ."
ewtb.r.371300.5:12,to,`i,,,V:want,desire/intention,I was told to take my coffee to go if I wanted |to| finish it .
ewtb.r.376503.6:10,to,`i,,,V:want,desire/intention,Find someone you trust that actually hears you and wants |to| do the job right .
ewtb.r.385281.2:54,to,`i,,,V:want,desire/intention,"I 'm 22 , and my hairdresser was great ( and not "" old "" like one of the reviews says ) - she really listened to what I wanted and gave me tons of tips on how to style my hair so I could get it to look the way I wanted it |to| ."
ewtb.r.398243.8:37,to,`i,,,V:want,desire/intention,"Also , a week after the work , Phet called me up to see how my car was running and to let me know that they had accidentally overcharged me for part of the work and wanted |to| give me a refund for that amount ."
ewtb.r.165032.2:20,to,`i,,,V:wish,desire/intention,We went through six photographers to find the right photographers that would represent our firm in the light we wished |to| and Michael and his team made that happen .
ewtb.r.081934.6:3,to,`i,,,V:would_like,desire/intention,I would like |to| host my upcoming website to Liquidweb.com
ewtb.r.083563.1:3,to,`i,,,V:would_like,desire/intention,We would like |to| thank our emergency plumbers who visted our shop in Morningside Road today .
ewtb.r.110441.6:27,to,`i,,,V:would_like,desire/intention,"Well I was in for a treat when I was greeted by the friendly girls at the counter who asked if my wife and I would like |to| sit in their "" new "" dining room ."
ewtb.r.121651.2:3,to,`i,,,V:would_like,desire/intention,We would like |to| thank you for the roofing job you did on our home .
ewtb.r.206303.4:10,to,`i,,,V:would_like,desire/intention,"She really listens to what it is you would like |to| achieve , and I am very happy with my results ."
ewtb.r.207629.3:11,to,`i,,,V:would_like,desire/intention,"I 've read some of the reviews below and would like |to| state that yes , like any other doctor s office there is sometimes a wait ( depending on what other patients are being seen for ) and some of the tests and procedures that are ran can be costly ( just like they would be for any other medical tests elsewhere if you do not have insurance ) ..."
ewtb.r.382257.4:10,to,`i,,,V:would_like,desire/intention,I highly recommend this dealership if you would not like |to| hassle on price and receive friendly service .
ewtb.r.247226.8:4,to,`i,,,,,Over priced for students |to| learn !
ewtb.r.251475.2:1,to,`i,,,,,Best |to| deal with !
ewtb.r.257296.5:8,to,`i,,,,,It is a great course for local golfers |to| be proud of and all the comments in 2008 have been very positive !!
ewtb.r.283041.3:19,to,`i,,,,,"Not only did it taste wonderful , but the texture was unbelievable , the frosting was n't overly sweet |to| over power the cake , and the cake itself was just amazingly soft , and fluffy , and just perfect overall ."
ewtb.r.374604.2:18,to be desired,`i,leave_to_be_desired,,,,If the animals are treated in the same way the customers are treated then this leaves a lot |to| |be| |desired| !
ewtb.r.241855.2:9,to do,`i,not MWE,,INDEF,,I sometimes go into this store just for something |to| |do| on a sunday afternoon .
ewtb.r.313825.6:16,added,`j,,,,,Plus she plans a monthly breakfasts and other events at the clubhouse which is a nice |added| benefit .
ewtb.r.382073.6:6,all about,`j,,,,,This store is what Colorado is |all| |about| .
ewtb.r.063690.3:19,all in one,`j,,,,,"it s great to know you can get great service , great product , and for the best price |all| |in| |one| !"
ewtb.r.349020.12:1,AWAY,`j,,,,,STAY |AWAY| AS FAR AS POSSIBLE .
ewtb.r.327766.4:8,back,`j,,,,,"I loved my stay here and if ever |back| in the area , I will be staying here again ."
ewtb.r.353891.4:11,been there / done that,`j,,,,,"Also very friendly and the stylists are not in the "" |been| |there| |/| |done| |that| "" mood !"
ewtb.r.103519.2:29,behind the scenes,`j,,,,,"okay , I do nt have a review , but why in the hell would you name your business something that has the initials KKK .... is there something |behind| |the| |scenes| at this place ?"
ewtb.r.036753.3:10,blown,`j,,,,,I paid 2 k cash for a truck with a |blown| motor .
ewtb.r.036753.5:4,blown,`j,,,,,Well I think a |blown| engine falls under the catagory of mechanics right ?
ewtb.r.354336.2:2,born,`j,,,,,"This French |born| , French trained chef and his creative partners offer a taste fresh , locally sourced , fabulously prepared food in the most unlikely of locations ."
ewtb.r.363685.20:8,cleaned up,`j,,,,,"If you go later , it 's all |cleaned| |up| ."
ewtb.r.363873.4:26,closed,`j,,,,,"We were always having our water shut off , there were always people having parties at the pool , even after it was supposed to be |closed| ."
ewtb.r.043020.14:27,cracked,`j,,,,,I 'm very frustrated at this point - it would take all of 10 min for them to come by and replace the one board that is |cracked| ( the crack is deep enough to stick a penny in it and it goes clear through ) yet they do not want to take the time to bother with what once WAS a happy customer and has now become a dissatisfied customer .
